bus_id,x,y,degree,symbol_type,ss_type,name,cross_prefecture,border_side,bus_type,load_mw,load_mvar,p_gen_mw,q_gen_mvar,v_pu,region
10017,88.12,663.92,3,substation_or_sw,開閉所,北盛岡,False,,PQ,0.0,0.0,0.0,0.0,1.0,02
10018,95.7,785.58,2,substation_or_sw,開閉所,盛岡,False,,PQ,0.0,0.0,0.0,0.0,1.0,02
10019,138.72,772.56,2,substation_or_sw,開閉所,仙北町,False,,PQ,0.0,0.0,0.0,0.0,1.0,02
10020,138.24,786.84,1,junction,,仙北町,False,,PQ,0.0,0.0,0.0,0.0,1.0,02
10021,413.505,592.26,2,generator,発電所,,False,,PQ,0.0,0.0,5.0,2.4216,1.0,02
10022,406.11,618.18,4,substation_or_sw,開閉所,都南,False,,PQ,0.0,0.0,0.0,0.0,1.0,02
10023,121.8,678.96,1,junction,,青山,False,,PQ,0.0,0.0,0.0,0.0,1.0,02
10024,121.44,710.04,1,substation_or_sw,開閉所,青山,False,,PQ,0.0,0.0,0.0,0.0,1.0,02
10025,302.413,906.747,7,substation_or_sw,開閉所,金ヶ崎,False,,PQ,0.0,0.0,0.0,0.0,1.0,02
10026,328.371,936.634,3,substation_or_sw,開閉所,日高,False,,PQ,0.0,0.0,0.0,0.0,1.0,02
10027,583.968,975.793,5,substation_or_sw,開閉所,大船渡,False,,PQ,0.0,0.0,0.0,0.0,1.0,02
10028,587.4,990.481,1,substation_or_sw,開閉所,下船渡,False,,PQ,0.0,0.0,0.0,0.0,1.0,02
10029,369.48,635.19,0,substation_or_sw,変電所,盛岡,False,,PQ,4.0,1.9373,0.0,0.0,1.0,02
10030,644.7,844.86,2,junction,,大橋,False,,PQ,0.0,0.0,0.0,0.0,1.0,02
10031,633.74,865.63,4,substation_or_sw,開閉所,大橋,False,,PQ,0.0,0.0,0.0,0.0,1.0,02
10032,526.96,835.08,3,substation_or_sw,開閉所,遠野,False,,PQ,0.0,0.0,0.0,0.0,1.0,02
10033,562.08,187.44,1,junction,,,True,N,PQ,0.0,0.0,0.0,0.0,1.0,02
10034,592.608,251.664,5,junction,,種市,False,,PQ,0.0,0.0,0.0,0.0,1.0,02
10035,607.92,245.82,2,substation_or_sw,開閉所,種市,False,,PQ,0.0,0.0,0.0,0.0,1.0,02
10036,666.84,645.24,1,junction,,千徳,True,E,PQ,0.0,0.0,0.0,0.0,1.0,02
10037,686.16,647.28,1,substation_or_sw,変電所,東宮古,False,,PQ,4.0,1.9373,0.0,0.0,1.0,02
10038,415.251,426.566,3,substation_or_sw,開閉所,葛巻(開),False,,PQ,0.0,0.0,0.0,0.0,1.0,02
10039,396.72,458.76,2,substation_or_sw,開閉所,沼宮内,False,,PQ,0.0,0.0,0.0,0.0,1.0,02
10040,309.6,480.18,4,substation_or_sw,1次変電所,柏台,False,,PQ,0.0,0.0,0.0,0.0,1.0,02
10041,367.36,484.24,1,substation_or_sw,1次変電所,好摩,False,,PQ,0.0,0.0,0.0,0.0,1.0,02
10042,266.683,486.051,6,generator,発電所,(320211),False,,PQ,0.0,0.0,5.0,2.4216,1.0,02
10043,235.08,499.68,1,generator,発電所,(320208),False,,PQ,0.0,0.0,5.0,2.4216,1.0,02
10044,438.9,547.56,2,generator,発電所,(320201),False,,PQ,0.0,0.0,5.0,2.4216,1.0,02
10045,481.02,541.2,2,substation_or_sw,変電所,(320201),False,,PQ,4.0,1.9373,0.0,0.0,1.0,02
10046,501.36,508.8,1,generator,発電所,(320203),False,,PQ,0.0,0.0,5.0,2.4216,1.0,02
10047,617.28,325.92,1,substation_or_sw,開閉所,久慈,False,,PQ,0.0,0.0,0.0,0.0,1.0,02
10048,595.92,536.88,1,generator,発電所,(320812),False,,PQ,0.0,0.0,5.0,2.4216,1.0,02
10049,622.02,525.0,4,generator,発電所,岩泉,False,,PQ,0.0,0.0,5.0,2.4216,1.0,02
10050,635.08,638.92,3,substation_or_sw,開閉所,宮古,False,,PQ,0.0,0.0,0.0,0.0,1.0,02
10051,591.12,906.72,2,junction,,(320905),False,,PQ,0.0,0.0,0.0,0.0,1.0,02
10052,580.663,957.532,5,junction,,大船渡,False,,PQ,0.0,0.0,0.0,0.0,1.0,02
10053,277.867,830.533,5,substation_or_sw,開閉所,(320401),False,,PQ,0.0,0.0,0.0,0.0,1.0,02
10054,304.48,810.8,1,substation_or_sw,開閉所,飯豊,False,,PQ,0.0,0.0,0.0,0.0,1.0,02
10055,298.11,932.13,2,generator,発電所,日高,False,,PQ,0.0,0.0,5.0,2.4216,1.0,02
10056,417.3,1050.691,4,substation_or_sw,開閉所,千厩,False,,PQ,0.0,0.0,0.0,0.0,1.0,02
10057,423.24,1074.961,1,substation_or_sw,開閉所,藤沢,False,,PQ,0.0,0.0,0.0,0.0,1.0,02
10058,397.44,1068.001,1,substation_or_sw,変電所,藤沢,False,,PQ,4.0,1.9373,0.0,0.0,1.0,02
10059,557.76,995.521,2,substation_or_sw,開閉所,岩手高田,False,,PQ,0.0,0.0,0.0,0.0,1.0,02
10060,541.56,1037.161,1,junction,,岩手高田,True,S,PQ,0.0,0.0,0.0,0.0,1.0,02
10061,444.48,263.4,1,junction,,二戸,False,,PQ,0.0,0.0,0.0,0.0,1.0,02
10062,495.12,267.3,2,substation_or_sw,開閉所,軽米,False,,PQ,0.0,0.0,0.0,0.0,1.0,02
10063,135.36,614.88,1,junction,,,False,,PQ,0.0,0.0,0.0,0.0,1.0,02
10064,278.647,618.473,7,substation_or_sw,開閉所,岩手滝沢,False,,PQ,0.0,0.0,0.0,0.0,1.0,02
10065,389.448,622.368,3,substation_or_sw,変電所,盛岡,False,,PQ,4.0,1.9373,0.0,0.0,1.0,02
10066,390.12,608.52,1,substation_or_sw,開閉所,盛岡,False,,PQ,0.0,0.0,0.0,0.0,1.0,02
10067,381.06,603.6,2,substation_or_sw,開閉所,盛岡,False,,PQ,0.0,0.0,0.0,0.0,1.0,02
10068,380.64,592.86,2,substation_or_sw,開閉所,北盛,False,,PQ,0.0,0.0,0.0,0.0,1.0,02
10069,400.8,570.6,1,generator,発電所,(320202),False,,PQ,0.0,0.0,5.0,2.4216,1.0,02
10070,410.37,325.62,2,generator,発電所,(320102),False,,PQ,0.0,0.0,5.0,2.4216,1.0,02
10071,424.68,327.0,1,substation_or_sw,開閉所,(320102),False,,PQ,0.0,0.0,0.0,0.0,1.0,02
10072,480.72,425.52,1,substation_or_sw,開閉所,葛巻,False,,PQ,0.0,0.0,0.0,0.0,1.0,02
10073,351.96,519.96,2,substation_or_sw,開閉所,渋民,False,,PQ,0.0,0.0,0.0,0.0,1.0,02
10074,350.96,581.84,3,substation_or_sw,開閉所,北盛,False,,PQ,0.0,0.0,0.0,0.0,1.0,02
10075,353.928,638.448,5,substation_or_sw,開閉所,盛岡,False,,PQ,0.0,0.0,0.0,0.0,1.0,02
10076,417.48,639.84,2,junction,,都南,False,,PQ,0.0,0.0,0.0,0.0,1.0,02
10077,364.32,657.42,2,substation_or_sw,開閉所,都南,False,,PQ,0.0,0.0,0.0,0.0,1.0,02
10078,333.78,771.36,2,substation_or_sw,開閉所,宮野目,False,,PQ,0.0,0.0,0.0,0.0,1.0,02
10079,370.28,705.4,3,substation_or_sw,1次変電所,日詰,False,,PQ,0.0,0.0,0.0,0.0,1.0,02
10080,459.24,203.16,1,junction,,,False,,PQ,0.0,0.0,0.0,0.0,1.0,02
10081,421.2,286.62,2,substation_or_sw,開閉所,二戸,False,,PQ,0.0,0.0,0.0,0.0,1.0,02
10082,437.58,366.6,2,substation_or_sw,開閉所,北岩手,False,,PQ,0.0,0.0,0.0,0.0,1.0,02
10083,300.84,823.8,2,substation_or_sw,開閉所,飯豊,False,,PQ,0.0,0.0,0.0,0.0,1.0,02
10084,319.704,837.48,4,substation_or_sw,1次変電所,柳原,False,,PQ,0.0,0.0,0.0,0.0,1.0,02
10085,367.32,1062.241,1,substation_or_sw,変電所,(320701),False,,PQ,4.0,1.9373,0.0,0.0,1.0,02
10086,358.32,1074.241,2,substation_or_sw,開閉所,(320701),False,,PQ,0.0,0.0,0.0,0.0,1.0,02
10087,330.56,1086.541,4,junction,,(320701),False,,PQ,0.0,0.0,0.0,0.0,1.0,02
10088,346.84,1053.561,1,substation_or_sw,開閉所,山目,False,,PQ,0.0,0.0,0.0,0.0,1.0,02
10089,327.96,1020.409,1,substation_or_sw,変電所,山目,False,,PQ,4.0,1.9373,0.0,0.0,1.0,02
10090,307.68,627.12,2,junction,,岩手滝沢,False,,PQ,0.0,0.0,0.0,0.0,1.0,02
10091,325.656,1052.209,3,substation_or_sw,開閉所,山目,False,,PQ,0.0,0.0,0.0,0.0,1.0,02
10092,333.42,1106.221,2,substation_or_sw,開閉所,花泉,False,,PQ,0.0,0.0,0.0,0.0,1.0,02
10093,320.1,882.6,2,substation_or_sw,開閉所,相去,False,,PQ,0.0,0.0,0.0,0.0,1.0,02
10094,269.52,557.64,2,junction,,(320307),False,,PQ,0.0,0.0,0.0,0.0,1.0,02
10095,211.44,545.84,1,generator,発電所,(320305),False,,PQ,0.0,0.0,5.0,2.4216,1.0,02
10096,222.6,561.72,1,generator,発電所,(320305),False,,PQ,0.0,0.0,5.0,2.4216,1.0,02
10097,240.66,572.1,2,generator,発電所,(320302),False,,PQ,0.0,0.0,5.0,2.4216,1.0,02
10098,262.02,577.32,2,junction,,(320302),False,,PQ,0.0,0.0,0.0,0.0,1.0,02
10099,275.76,636.48,1,generator,発電所,(320306),False,,PQ,0.0,0.0,5.0,2.4216,1.0,02
10100,633.24,307.08,1,substation_or_sw,変電所,(320803),False,,PQ,4.0,1.9373,0.0,0.0,1.0,02
10101,618.6,306.36,1,substation_or_sw,変電所,久慈,False,,PQ,4.0,1.9373,0.0,0.0,1.0,02
10102,648.36,439.08,1,junction,,普代,False,,PQ,0.0,0.0,0.0,0.0,1.0,02
10103,669.48,439.08,1,substation_or_sw,開閉所,普代,False,,PQ,0.0,0.0,0.0,0.0,1.0,02
10104,677.448,789.672,1,substation_or_sw,1次変電所,大槌,False,,PQ,0.0,0.0,0.0,0.0,1.0,02
10105,537.12,935.76,2,substation_or_sw,開閉所,住田,False,,PQ,0.0,0.0,0.0,0.0,1.0,02
10106,579.84,933.72,1,junction,,(320905),False,,PQ,0.0,0.0,0.0,0.0,1.0,02
10107,605.7,948.06,2,substation_or_sw,開閉所,立根,False,,PQ,0.0,0.0,0.0,0.0,1.0,02
10108,611.04,974.401,1,generator,発電所,(320903),False,,PQ,0.0,0.0,5.0,2.4216,1.0,02
10109,351.52,614.52,1,substation_or_sw,変電所,盛岡,False,,PQ,4.0,1.9373,0.0,0.0,1.0,02
10110,366.36,621.42,2,substation_or_sw,開閉所,盛岡,False,,PQ,0.0,0.0,0.0,0.0,1.0,02
10111,362.64,671.88,2,substation_or_sw,開閉所,矢巾,False,,PQ,0.0,0.0,0.0,0.0,1.0,02
10112,377.52,666.66,2,substation_or_sw,変電所,都南,False,,PQ,4.0,1.9373,0.0,0.0,1.0,02
10113,321.42,991.081,0,substation_or_sw,変電所,(320702),False,,PQ,4.0,1.9373,0.0,0.0,1.0,02
10114,326.76,970.801,1,substation_or_sw,開閉所,前沢,False,,PQ,0.0,0.0,0.0,0.0,1.0,02
10115,338.88,985.921,1,substation_or_sw,変電所,平泉,False,,PQ,4.0,1.9373,0.0,0.0,1.0,02
10116,375.72,1024.921,1,substation_or_sw,1次変電所,東山,False,,PQ,0.0,0.0,0.0,0.0,1.0,02
10117,400.08,1054.081,1,substation_or_sw,変電所,千厩,False,,PQ,4.0,1.9373,0.0,0.0,1.0,02
10118,338.52,997.801,1,substation_or_sw,開閉所,平泉,False,,PQ,0.0,0.0,0.0,0.0,1.0,02
10119,315.72,784.56,0,substation_or_sw,開閉所,花巻,False,,PQ,0.0,0.0,0.0,0.0,1.0,02
10120,338.84,732.32,2,substation_or_sw,変電所,(320301),False,,PQ,4.0,1.9373,0.0,0.0,1.0,02
10121,337.2,754.68,0,substation_or_sw,変電所,宮野目,False,,PQ,4.0,1.9373,0.0,0.0,1.0,02
10122,426.18,381.48,0,substation_or_sw,変電所,北岩手,False,,PQ,4.0,1.9373,0.0,0.0,1.0,02
10123,426.3,807.96,2,generator,発電所,(320403),False,,PQ,0.0,0.0,5.0,2.4216,1.0,02
10124,595.8,846.88,1,generator,発電所,(320901),False,,PQ,0.0,0.0,5.0,2.4216,1.0,02
10125,595.44,861.6,1,junction,,(320901),False,,PQ,0.0,0.0,0.0,0.0,1.0,02
10126,286.88,909.4,3,generator,発電所,金ヶ崎,False,,PQ,0.0,0.0,5.0,2.4216,1.0,02
10127,381.58,919.54,2,substation_or_sw,開閉所,岩谷堂,False,,PQ,0.0,0.0,0.0,0.0,1.0,02
10128,249.72,937.44,0,generator,発電所,(320607),False,,PQ,0.0,0.0,5.0,2.4216,1.0,02
10129,320.88,895.08,1,substation_or_sw,変電所,相去,False,,PQ,4.0,1.9373,0.0,0.0,1.0,02
10130,322.92,920.64,0,substation_or_sw,開閉所,日高,False,,PQ,0.0,0.0,0.0,0.0,1.0,02
10131,353.28,935.22,0,substation_or_sw,開閉所,常盤,False,,PQ,0.0,0.0,0.0,0.0,1.0,02
10132,326.1,854.46,0,substation_or_sw,開閉所,河原町,False,,PQ,0.0,0.0,0.0,0.0,1.0,02
10133,233.04,938.4,2,substation_or_sw,変電所,(320607),False,,PQ,4.0,1.9373,0.0,0.0,1.0,02
10134,421.56,931.8,2,substation_or_sw,開閉所,伊手,False,,PQ,0.0,0.0,0.0,0.0,1.0,02
10135,227.46,833.4,2,substation_or_sw,1次変電所,後藤野,False,,PQ,0.0,0.0,0.0,0.0,1.0,02
10136,264.48,833.76,2,junction,,(320401),False,,PQ,0.0,0.0,0.0,0.0,1.0,02
10137,300.96,841.98,0,substation_or_sw,変電所,飯豊,False,,PQ,4.0,1.9373,0.0,0.0,1.0,02
10138,241.065,820.53,2,substation_or_sw,1次変電所,後藤野,False,,PQ,0.0,0.0,0.0,0.0,1.0,02
10139,229.08,815.04,1,substation_or_sw,1次変電所,後藤野,False,,PQ,0.0,0.0,0.0,0.0,1.0,02
10140,601.02,651.0,2,junction,,(320814),False,,PQ,0.0,0.0,0.0,0.0,1.0,02
10141,589.38,654.06,2,generator,発電所,(320814),False,,PQ,0.0,0.0,5.0,2.4216,1.0,02
10142,545.52,654.6,1,generator,発電所,(320815),False,,PQ,0.0,0.0,5.0,2.4216,1.0,02
10143,361.56,550.92,1,junction,,巣子,False,,PQ,0.0,0.0,0.0,0.0,1.0,02
10144,397.08,543.96,0,generator,発電所,(320202),False,,PQ,0.0,0.0,5.0,2.4216,1.0,02
10145,349.56,726.84,1,junction,,日詰,False,,PQ,0.0,0.0,0.0,0.0,1.0,02
10146,379.44,543.96,0,substation_or_sw,開閉所,巣子,False,,PQ,0.0,0.0,0.0,0.0,1.0,02
10147,210.6,685.08,1,substation_or_sw,開閉所,松園,False,,PQ,0.0,0.0,0.0,0.0,1.0,02
10148,228.9,717.6,2,generator,発電所,(320310),False,,PQ,0.0,0.0,5.0,2.4216,1.0,02
10149,180.84,646.56,1,generator,発電所,(320309),False,,PQ,0.0,0.0,5.0,2.4216,1.0,02
10150,223.08,680.88,1,junction,,松園,False,,PQ,0.0,0.0,0.0,0.0,1.0,02
10151,154.2,692.76,2,substation_or_sw,開閉所,高松,False,,PQ,0.0,0.0,0.0,0.0,1.0,02
10152,226.8,786.36,2,junction,,221D/,False,,PQ,0.0,0.0,0.0,0.0,1.0,02
10153,80.64,728.88,1,substation_or_sw,変電所,221Ｎ,False,,PQ,4.0,1.9373,0.0,0.0,1.0,02
10154,93.12,728.88,1,junction,,青山,False,,PQ,0.0,0.0,0.0,0.0,1.0,02
10155,643.8,377.76,1,generator,発電所,(320801),False,,PQ,0.0,0.0,5.0,2.4216,1.0,02
10156,630.48,380.04,1,junction,,(320801),False,,PQ,0.0,0.0,0.0,0.0,1.0,02
10157,609.48,287.1,0,generator,発電所,(320802),False,,PQ,0.0,0.0,5.0,2.4216,1.0,02
10158,478.92,259.68,1,junction,,軽米,False,,PQ,0.0,0.0,0.0,0.0,1.0,02
10159,477.84,248.52,1,generator,発電所,軽米,False,,PQ,0.0,0.0,5.0,2.4216,1.0,02
10160,414.6,359.16,1,generator,発電所,(320104),False,,PQ,0.0,0.0,5.0,2.4216,1.0,02
10161,426.12,356.52,1,junction,,北岩手,False,,PQ,0.0,0.0,0.0,0.0,1.0,02
10162,287.76,597.84,1,generator,発電所,(320307),False,,PQ,0.0,0.0,5.0,2.4216,1.0,02
10163,323.52,711.12,1,generator,発電所,(320301),False,,PQ,0.0,0.0,5.0,2.4216,1.0,02
10164,580.02,921.36,0,generator,発電所,(320905),False,,PQ,0.0,0.0,5.0,2.4216,1.0,02
10165,564.0,930.3,0,substation_or_sw,変電所,(320905),False,,PQ,4.0,1.9373,0.0,0.0,1.0,02
10166,350.52,1094.641,1,generator,発電所,(320701),False,,PQ,0.0,0.0,5.0,2.4216,1.0,02
10167,342.48,1085.521,1,substation_or_sw,開閉所,(320701),False,,PQ,0.0,0.0,0.0,0.0,1.0,02
10168,417.36,410.4,1,junction,,葛巻(開),False,,PQ,0.0,0.0,0.0,0.0,1.0,02
10169,429.48,410.4,1,generator,発電所,(320101),False,,PQ,0.0,0.0,5.0,2.4216,1.0,02
10170,597.76,267.88,1,generator,発電所,(320804),False,,PQ,0.0,0.0,5.0,2.4216,1.0,02
10171,227.16,700.2,1,substation_or_sw,変電所,(320308),False,,PQ,4.0,1.9373,0.0,0.0,1.0,02
10172,216.48,702.96,1,generator,発電所,(320308),False,,PQ,0.0,0.0,5.0,2.4216,1.0,02
10173,562.32,657.24,1,junction,,(320816),False,,PQ,0.0,0.0,0.0,0.0,1.0,02
10174,561.0,668.04,1,generator,発電所,(320816),False,,PQ,0.0,0.0,5.0,2.4216,1.0,02
10175,500.76,839.52,1,junction,,(320404),False,,PQ,0.0,0.0,0.0,0.0,1.0,02
10176,499.08,853.2,1,generator,発電所,(320404),False,,PQ,0.0,0.0,5.0,2.4216,1.0,02
10177,298.26,964.621,0,generator,発電所,前沢,False,,PQ,0.0,0.0,5.0,2.4216,1.0,02
10178,285.78,1016.341,0,generator,発電所,一関,False,,PQ,0.0,0.0,5.0,2.4216,1.0,02
10179,307.44,1011.481,0,generator,発電所,(320702),False,,PQ,0.0,0.0,5.0,2.4216,1.0,02
10180,374.64,680.76,1,substation_or_sw,変電所,矢巾,False,,PQ,4.0,1.9373,0.0,0.0,1.0,02
10181,221.16,950.64,1,generator,発電所,(320606),False,,PQ,0.0,0.0,5.0,2.4216,1.0,02
10182,366.36,588.84,1,junction,,北盛,False,,PQ,0.0,0.0,0.0,0.0,1.0,02
10183,366.6,602.52,1,substation_or_sw,開閉所,北盛,False,,PQ,0.0,0.0,0.0,0.0,1.0,02
10184,447.24,958.081,1,generator,発電所,(320601),False,,PQ,0.0,0.0,5.0,2.4216,1.0,02
10185,423.96,970.321,1,generator,発電所,(320602),False,,PQ,0.0,0.0,5.0,2.4216,1.0,02
10186,431.04,944.76,1,junction,,伊手,True,S,PQ,0.0,0.0,0.0,0.0,1.0,02
10187,608.16,260.04,1,generator,発電所,種市,False,,PQ,0.0,0.0,5.0,2.4216,1.0,02
10188,294.48,482.64,1,junction,,(320204),False,,PQ,0.0,0.0,0.0,0.0,1.0,02
10189,294.48,494.28,1,generator,発電所,(320204),False,,PQ,0.0,0.0,5.0,2.4216,1.0,02
10190,563.4,264.72,1,generator,発電所,(320804),False,,PQ,0.0,0.0,5.0,2.4216,1.0,02
10191,592.32,224.76,1,generator,発電所,種市,False,,PQ,0.0,0.0,5.0,2.4216,1.0,02
10192,598.8,235.08,1,generator,発電所,種市,False,,PQ,0.0,0.0,5.0,2.4216,1.0,02
10193,126.6,775.08,1,substation_or_sw,変電所,仙北町,False,,PQ,4.0,1.9373,0.0,0.0,1.0,02
10194,526.32,296.4,1,generator,発電所,軽米,False,,PQ,0.0,0.0,5.0,2.4216,1.0,02
10195,351.12,672.6,1,substation_or_sw,開閉所,矢巾,False,,PQ,0.0,0.0,0.0,0.0,1.0,02
10196,262.2,821.88,1,generator,発電所,(320401),False,,PQ,0.0,0.0,5.0,2.4216,1.0,02
10197,388.32,467.4,1,substation_or_sw,変電所,沼宮内,False,,PQ,4.0,1.9373,0.0,0.0,1.0,02
10198,397.8,470.88,1,substation_or_sw,変電所,沼宮内,False,,PQ,4.0,1.9373,0.0,0.0,1.0,02
10199,93.72,746.88,1,junction,,西通,False,,PQ,0.0,0.0,0.0,0.0,1.0,02
10200,195.0,743.52,1,substation_or_sw,開閉所,東盛岡,False,,PQ,0.0,0.0,0.0,0.0,1.0,02
10201,160.56,737.04,1,substation_or_sw,変電所,長田町,False,,PQ,4.0,1.9373,0.0,0.0,1.0,02
10202,171.24,728.4,1,substation_or_sw,開閉所,長田町,False,,PQ,0.0,0.0,0.0,0.0,1.0,02
10203,280.8,889.68,1,substation_or_sw,変電所,金ヶ崎,False,,PQ,4.0,1.9373,0.0,0.0,1.0,02
10204,275.76,902.64,1,substation_or_sw,変電所,(320608),False,,PQ,4.0,1.9373,0.0,0.0,1.0,02
10205,605.4,358.08,1,substation_or_sw,変電所,久慈,False,,PQ,4.0,1.9373,0.0,0.0,1.0,02
10206,634.92,355.68,1,junction,,(320801),False,,PQ,0.0,0.0,0.0,0.0,1.0,02
10207,101.04,648.96,1,substation_or_sw,開閉所,北盛岡,False,,PQ,0.0,0.0,0.0,0.0,1.0,02
10208,178.2,786.6,1,substation_or_sw,開閉所,向中野,False,,PQ,0.0,0.0,0.0,0.0,1.0,02
10209,183.96,798.0,1,substation_or_sw,開閉所,向中野,False,,PQ,0.0,0.0,0.0,0.0,1.0,02
10210,396.42,643.44,0,substation_or_sw,開閉所,都南,False,,PQ,0.0,0.0,0.0,0.0,1.0,02
10211,601.26,809.1,2,generator,発電所,(320808),False,,PQ,0.0,0.0,5.0,2.4216,1.0,02
10212,617.34,799.86,2,generator,発電所,(320810),False,,PQ,0.0,0.0,5.0,2.4216,1.0,02
10213,301.896,422.4,3,substation_or_sw,開閉所,竜ヶ森(配),False,,PQ,0.0,0.0,0.0,0.0,1.0,02
10214,287.4,437.88,1,substation_or_sw,変電所,竜ヶ森(配),False,,PQ,4.0,1.9373,0.0,0.0,1.0,02
10215,302.28,441.12,1,substation_or_sw,開閉所,竜ヶ森(配),False,,PQ,0.0,0.0,0.0,0.0,1.0,02
10216,308.28,375.12,1,substation_or_sw,開閉所,安代（配）,False,,PQ,0.0,0.0,0.0,0.0,1.0,02
10217,252.24,469.92,1,substation_or_sw,変電所,(320205),False,,PQ,4.0,1.9373,0.0,0.0,1.0,02
10218,580.56,514.44,1,substation_or_sw,開閉所,本銅,False,,PQ,0.0,0.0,0.0,0.0,1.0,02
10219,584.88,799.8,1,generator,発電所,(320817),False,,PQ,0.0,0.0,5.0,2.4216,1.0,02
10220,183.24,1016.401,1,generator,発電所,(320703),False,,PQ,0.0,0.0,5.0,2.4216,1.0,02
10221,253.56,488.16,1,generator,発電所,(320205),False,,PQ,0.0,0.0,5.0,2.4216,1.0,02
10222,375.72,725.16,2,junction,,日詰,False,,PQ,0.0,0.0,0.0,0.0,1.0,02
10223,425.76,742.68,1,substation_or_sw,開閉所,大迫（配）,False,,PQ,0.0,0.0,0.0,0.0,1.0,02
10224,102.48,828.48,1,substation_or_sw,開閉所,川尻,False,,PQ,0.0,0.0,0.0,0.0,1.0,02
10225,161.16,829.92,1,substation_or_sw,開閉所,(31231),False,,PQ,0.0,0.0,0.0,0.0,1.0,02
10226,682.68,523.68,1,substation_or_sw,開閉所,岩手中里,False,,PQ,0.0,0.0,0.0,0.0,1.0,02
10227,430.96,308.94,2,substation_or_sw,開閉所,二戸,False,,PQ,0.0,0.0,0.0,0.0,1.0,02
10228,492.84,330.84,1,substation_or_sw,開閉所,九戸（配）,False,,PQ,0.0,0.0,0.0,0.0,1.0,02
10229,401.4,999.361,2,junction,,東山,False,,PQ,0.0,0.0,0.0,0.0,1.0,02
10230,416.4,1003.921,1,substation_or_sw,開閉所,大東（配）,False,,PQ,0.0,0.0,0.0,0.0,1.0,02
10231,117.48,832.74,0,substation_or_sw,開閉所,耳取,False,,PQ,0.0,0.0,0.0,0.0,1.0,02
10232,185.52,876.36,1,generator,発電所,(320405),False,,PQ,0.0,0.0,5.0,2.4216,1.0,02
10233,534.84,807.84,2,junction,,遠野,False,,PQ,0.0,0.0,0.0,0.0,1.0,02
10234,519.84,787.2,1,generator,発電所,(320406),False,,PQ,0.0,0.0,5.0,2.4216,1.0,02
10235,342.48,804.12,1,generator,発電所,花巻,False,,PQ,0.0,0.0,5.0,2.4216,1.0,02
10236,340.08,815.76,1,junction,,飯豊,False,,PQ,0.0,0.0,0.0,0.0,1.0,02
10237,210.0,1018.321,0,generator,発電所,(320704),False,,PQ,0.0,0.0,5.0,2.4216,1.0,02
10238,256.32,454.8,1,generator,発電所,(320206),False,,PQ,0.0,0.0,5.0,2.4216,1.0,02
10239,243.12,428.88,1,generator,発電所,(320212),False,,PQ,0.0,0.0,5.0,2.4216,1.0,02
10240,343.31,448.68,0,substation_or_sw,1次変電所,好摩,False,,PQ,0.0,0.0,0.0,0.0,1.0,02
10241,390.321,817.464,3,junction,,(320402),False,,PQ,0.0,0.0,0.0,0.0,1.0,02
10242,390.3,804.84,1,substation_or_sw,変電所,(320402),False,,PQ,4.0,1.9373,0.0,0.0,1.0,02
10243,572.57,774.06,0,generator,発電所,(320813),False,,PQ,0.0,0.0,5.0,2.4216,1.0,02
10244,225.42,488.58,1,generator,発電所,,False,,PQ,0.0,0.0,5.0,2.4216,1.0,02
10245,622.62,283.14,1,generator,発電所,,False,,PQ,0.0,0.0,5.0,2.4216,1.0,02
10246,404.52,595.98,1,generator,発電所,,False,,PQ,0.0,0.0,5.0,2.4216,1.0,02
10247,215.88,957.541,1,generator,発電所,,False,,PQ,0.0,0.0,5.0,2.4216,1.0,02
10248,677.448,749.672,1,source,上位系統電源,大槌_SRC,False,,PV,0.0,0.0,16.0,7.7492,1.05,02
10249,367.36,444.24,1,source,上位系統電源,好摩_SRC,False,,PV,0.0,0.0,16.0,7.7492,1.05,02
10250,227.46,793.4,1,source,上位系統電源,後藤野_SRC,False,,PV,0.0,0.0,16.0,7.7492,1.05,02
10251,370.28,665.4,1,source,上位系統電源,日詰_SRC,False,,PV,0.0,0.0,16.0,7.7492,1.05,02
10252,390.36,978.831,1,source,上位系統電源,東山_SRC,False,,SL,0.0,0.0,0.0,0.0,1.05,02
10253,309.6,440.18,1,source,上位系統電源,柏台_SRC,False,,PV,0.0,0.0,16.0,7.7492,1.05,02
10254,319.704,797.48,1,source,上位系統電源,柳原_SRC,False,,PV,0.0,0.0,16.0,7.7492,1.05,02
20000,277.89,519.83,2,substation_or_sw,1次変電所,土崎,False,,PQ,0.0,0.0,0.0,0.0,1.0,03
20001,323.413,292.4,5,substation_or_sw,開閉所,能代,False,,PQ,0.0,0.0,0.0,0.0,1.0,03
20002,342.0,289.2,1,generator,発電所,能代,False,,PQ,0.0,0.0,5.0,2.4216,1.0,03
20003,293.48,610.6,5,substation_or_sw,開閉所,牛島,False,,PQ,0.0,0.0,0.0,0.0,1.0,03
20004,380.568,622.56,5,substation_or_sw,開閉所,(330506),False,,PQ,0.0,0.0,0.0,0.0,1.0,03
20005,339.84,484.24,3,substation_or_sw,開閉所,秋田,False,,PQ,0.0,0.0,0.0,0.0,1.0,03
20006,374.88,534.82,2,substation_or_sw,開閉所,添川,False,,PQ,0.0,0.0,0.0,0.0,1.0,03
20007,272.784,729.84,3,substation_or_sw,1次変電所,本荘,False,,PQ,0.0,0.0,0.0,0.0,1.0,03
